Marca temporal,"El siguiente cuestionario hace parte de una tesis de maestría cuyo objetivo es indagar sobre las dinámicas de violencias basadas en género (VBG) en la Universidad de Antioquia. Su participación es completamente voluntaria y confidencial; puede retirarse en cualquier momento si así lo desea. Los datos serán anónimos y utilizados únicamente con fines académicos. Al continuar con esta encuesta, usted acepta participar de manera voluntaria y comprendiendo que puede omitir cualquier pregunta que le cause incomodidad. Si tiene preguntas, puede contactarme al correo Natalia.loperao@udea.edu.co. 
¿Desea continuar con el cuestionario? ",Pregrado,Semestre,Edad,Género,¿Ha sido víctima de alguno de los siguientes hechos al interior de la facultad? Seleccione una o varias opciones.  ,¿Ha tenido conocimiento de la ocurrencia de alguno de los siguientes hechos al interior de la facultad? Seleccione una o varias opciones,El último hecho del que tuvo conocimiento o ha sido víctima ocurrió,"De los siguientes hechos, seleccione los que considera que tiene mayor ocurrencia en la facultad. (Elija solo dos opciones)","Desde su perspectiva, ¿de cuáles actores suelen provenir en mayor medida los hechos de violencia de género? Seleccione máximo dos opciones. ","Desde su perspectiva, ¿en qué espacios suelen ocurrir con mayor frecuencia los hechos de violencia de género? Seleccione 3 opciones máximo",¿Qué iniciativas institucionales para la sensibilización de la violencia de género cconoce ? (Puede elegir multiples opciones),De las siguientes iniciativas ¿a cuántas ha asistido? (Puede elegir multiples opciones),"¿conoce la Ruta Violeta? (Marque una opción del 1 al 5, siendo 1 que no conoce nada y 5 que conoce mucho)","Si fueras víctima de violencia de género, ¿a qué dependencia recurriría para hacer la denuncia? (Puede elegir varias opciones). ","De los siguientes mecanismos de denuncia no institucional, ¿en cuáles ha participado? (Puede elegir varias opciones)","En caso de que usted fuera víctima de violencia de género ¿considera que puede recurrir a la Universidad en busca de ayuda, aunque el hecho se haya producido por fuera de ella?",¿Considera la Universidad un entorno seguro? ,  ¿Cómo calificaría los mecanismos institucionales para la atención de casos de violencia de género?  , ¿Cómo calificaría las posturas y estrategias del personal administrativo frente a las violencias basadas en género?  , ¿Cómo calificaría las posturas y estrategias de los docentes frente a las violencias basadas en género?  ,En términos generales ¿Cómo describiría al personal administrativo de la facultad?  ,En términos generales ¿Cómo describiría a los docentes de la facultad?  ,"¿Considera que el trato recibido por parte de los administrativos de la facultad fomenta la confianza, propiciando ambientes idóneos para las denuncias de violencias basadas en género?","¿Considera que el trato recibido por parte de los docentes de la facultad fomenta la confianza, propiciando ambientes idóneos para las denuncias de violencias basadas en género?","De los siguientes aspectos, seleccione los que considera más prioritarios para mejora la atención de los casos de violencia de género. Seleccione máximo 3 opciones  ","  Si considera que hay otro aspecto administrativo que la universidad deba mejorar para que la atención de los casos de violencia de género sea efectiva, porfavor mencionelos aquí.   "
1/10/2024 9:43:35,Sí,Antropología ,Sexto ,25,Masculino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual)",En el último año,"Acoso Sexual (acoso físico, verbal, visual), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Estudiantes, Actores externos al rededor de la universidad",Pasillos,Cátedra del cuidado de sí (Nataly Palacios),Ninguna,1,Bienestar Universitario,Ninguno,No,No,Parcialmente efectivos,No sabe/No responde,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,"Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
1/10/2024 16:15:22,Sí,Historia,3,19,Masculino,Nignuno,Nignuno,No aplica,,Compañero sexual o afectivo que también es estudiante,"Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,1,Decanatura,Ninguno,No,Sí,No efectivos,No sabe/No responde,Conservadoras,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,Personal más empático y capacitado para atender a las víctimas,"Me la pela tanta contaminacion visual, académica, cognitiva e ideologica con el tema, es ua hipocresia que los mas misogenos como los gay, las mas discriminadoras como las lesbianas, lo mas fachos como lo LBGTIQ+ vengan a reclamar proteccion y derechos violentando y discriminando a quienes piensan diferente. No más justificaciones para apoyos economicos a ideologos de izquierda, no mas justificacion a contratos millonarios para la gente del pacto histórico, no más corrupción en la udeA de cuenta de ideologías de genero. No genero corrupcion"
2/10/2024 14:36:40,Sí,Antropología,7,24,Masculino,Nignuno,Nignuno,No aplica,"Acoso Sexual (acoso físico, verbal, visual)",Estudiantes,Prácticas y/o salidas de campo,Campañas de sensibilización,Campañas de sensibilización,1,Decanatura,Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,Personal más empático y capacitado para atender a las víctimas,"Se debería frenar la farza de las emergencias por violencias basadas en género y sexuales, esto se convirtió en un instrumento de discriminación, violación de derechos humanos y una institución académica con gente de ideologías pretensiosas con delirios de integrantes del CTI"
2/10/2024 14:43:22,Sí,Trabajo Social,2,18,Femenino,Nignuno,Nignuno,No aplica,Comentarios sexistas en espacios de interacción social o esparcimiento,Estudiantes,"Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,1,Unidad de asuntos disciplinarios (UAD),Ninguno,No,Sí,No efectivos,No sabe/No responde,Conservadoras,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,Personal más empático y capacitado para atender a las víctimas,"Me la pelan las feminazis que no me representan con su discurso contra los manes, ya paren de chimbiar tanto, para defender su gusto sexual no hay que atacar a los manes ni a nadie, gas."
2/10/2024 22:47:26,Sí,Sociología ,7,22,Femenino,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En el último año,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Estudiantes, Docentes","Alrededores de la Universidad, Prácticas y/o salidas de campo, Espacios de interacción social (plazoleta, jardineras, etc)","Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios",Conversatorios e iniciativas culturales y artísticas,3,Bienestar Universitario,Protestas,No,No,No efectivos,Conservadoras,Conservadoras,Inoperante,Inoperante,No,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes",
9/10/2024 12:31:10,Sí,Historia,7,24,Masculino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes, Compañero sexual o afectivo que también es estudiante","Aulas, Prácticas y/o salidas de campo, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,2,"Bienestar Universitario, Centro de atención en género y diversidad sexual, Decanatura",Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 12:39:10,Sí,Historia,5,26,Femenino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura, colectivos feministas de la facultad",Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 12:46:28,Sí,antropolgia,4,30,Femenino,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Actores externos al rededor de la universidad","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Campañas de sensibilización",Ninguna,3,Bienestar Universitario,Protestas,No,Sí,No efectivos,Conservadoras,Conservadoras,Inoperante,Inoperante,No,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 12:54:23,Sí,Historia,3,22,Femenino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Estudiantes, Docentes","Aulas, Alrededores de la Universidad, Prácticas y/o salidas de campo",Ninguna,Ninguna,1,no haria la denuncia,Ninguno,Sí,No,No sabe/No responde,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
9/10/2024 12:58:59,Sí,Trabajo Social,3,21,Masculino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Docentes, Compañero sexual o afectivo que también es estudiante","Aulas, Alrededores de la Universidad, Prácticas y/o salidas de campo",Ninguna,Ninguna,2,Bienestar Universitario,Ninguno,Sí,Sí,No sabe/No responde,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
9/10/2024 13:04:15,Sí,psicologia,3,22,no binario,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes","Aulas, Alrededores de la Universidad, Pasillos","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual","Protestas, Escrache",No,Sí,No efectivos,Conservadoras,Conservadoras,Inoperante,Inoperante,No,No,Personal más empático y capacitado para atender a las víctimas,
9/10/2024 13:09:04,Sí,historia,3,22,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,Bienestar Universitario,Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:12:07,Sí,sociologia,3,22,Femenino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD)",Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:15:02,Sí,sociologia,3,21,Femenino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD)",Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:16:55,Sí,trabajo social,3,25,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Prácticas y/o salidas de campo, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD)",Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:19:15,Sí,psicologia,4,23,Masculino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual)","Estudiantes, Docentes","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,Bienestar Universitario,Ninguno,Sí,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención,
9/10/2024 13:21:20,Sí,antropologia,3,22,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura",Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,Inoperante,"Colaborativo, proactivo",No sabe/No responde,Sí,Personal más empático y capacitado para atender a las víctimas,
9/10/2024 13:39:10,Sí,Sociologia,3,22,Masculino,"Comentarios sexistas en espacios de interacción social o esparcimiento, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Acoso Sexual (Acoso físico, verbal, visual), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Difusión de contenido sexual no consentido, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Administrativos, Compañero sexual o afectivo que también es estudiante","Prácticas y/o salidas de campo, Baños","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas",Conversatorios e iniciativas culturales y artísticas,2,Bienestar Universitario,Protestas,Sí,Sí,Parcialmente efectivos,Conservadoras,Conservadoras,Autoritario,Autoritario,No,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:41:26,Sí,historia,6,25,no binario,Difusión de contenido sexual no consentido,Nignuno,En el último año,Difusión de contenido sexual no consentido,Administrativos,"Alrededores de la Universidad, Oficinas",Cátedra del cuidado de sí (Nataly Palacios),Cátedra del cuidado de sí (Nataly Palacios),4,"Bienestar Universitario, Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas","Escrache, Divulgación en medios independientes como revistas",No,Sí,Parcialmente efectivos,Flexibles,Innovadoras,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:43:41,Sí,antropologia,1,21,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Violación sexual, Acoso Sexual (acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Estudiantes, Docentes","Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,Bienestar Universitario,Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:45:32,Sí,historia,2,20,Masculino,"Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Acoso Sexual (Acoso físico, verbal, visual)",En el último año,"Acoso Sexual (acoso físico, verbal, visual)",Estudiantes,Aulas,Cursos y seminarios,Cursos y seminarios,1,Bienestar Universitario,Ninguno,Sí,Sí,Parcialmente efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,Personal más empático y capacitado para atender a las víctimas,
9/10/2024 13:47:26,Sí,sociologia,3,27,Femenino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual)",En el último año,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento",Estudiantes,"Aulas, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD)",Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 13:50:01,Sí,antropologia,2,22,Masculino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Alrededores de la Universidad, Prácticas y/o salidas de campo, Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,1,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Líneas de atención telefónica o vía email, Jefaturas",Ninguno,Sí,Sí,Parcialmente efectivos,No sabe/No responde,Conservadoras,No sabe/No responde,Inoperante,No sabe/No responde,No,Aumental la confianza de los estudiantes en los mecanismos institucionales,
9/10/2024 13:52:22,Sí,trabajo social,5,26,no binario,"Acoso Sexual (Acoso físico, verbal, visual)","Difusión de contenido sexual no consentido, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En el último año,"Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento","Compañero sexual o afectivo que también es estudiante, Actores externos al rededor de la universidad","Alrededores de la Universidad, Baños, Oficinas",No género violencia,Cursos y seminarios,2,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura","Protestas, Divulgación en medios independientes como revistas",No,No,No efectivos,No sabe/No responde,Flexibles,Inoperante,"Colaborativo, proactivo",No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
9/10/2024 13:55:56,Sí,trabajo social,6,19,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes","Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",4,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email, Jefaturas, Decanatura","Protestas, Escrache, Divulgación en medios independientes como revistas",No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
9/10/2024 14:00:49,Sí,sociologia,6,22,Femenino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",Actores externos al rededor de la universidad,"Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,4,"Bienestar Universitario, Centro de atención en género y diversidad sexual",Ninguno,No,Sí,Parcialmente efectivos,Conservadoras,Conservadoras,Inoperante,Inoperante,No,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
9/10/2024 14:06:08,Sí,historia,4,22,Masculino,"Violación sexual, Difusión de contenido sexual no consentido","Violación sexual, Difusión de contenido sexual no consentido",Hace más de un año,"Violación sexual, Difusión de contenido sexual no consentido","Administrativos, Compañero sexual o afectivo que también es estudiante","Baños, Oficinas","No género violencia, Cátedra del cuidado de sí (Nataly Palacios)",Cátedra del cuidado de sí (Nataly Palacios),5,"Jefaturas, Decanatura","Divulgación en medios independientes como revistas, espacios asamblearios motivadas por vbg",Sí,Sí,Efectivos,Flexibles,Innovadoras,"Colaborativo, proactivo",Innovador,Sí,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Mayor difusión de los protocolos y rutas de atención",
